3
241
0
78
78
72
78
509; 595; 433; 413; 1256; 3; 200; 2148; 1304; 0;
587; 118; 592; 188; 1258; 3; 201; 1778; 1300; 0;
1151; 477; 1155; 516; 1257; 4; 202; 2001; 1300; 0;
1003; 448; 1041; 430; 1254; 4; 201; 2521; 1300; 0;
973; 241; 968; 235; 1251; 4; 202; 2183; 1300; 0;
626; 601; 804; 510; 1247; 4; 201; 2093; 1304; 0;
1011; 554; 1018; 557; 1245; 4; 203; 1009; 1300; 0;
201; 496; 255; 396; 1241; 4; 204; 2336; 1300; 0;
1046; 517; 1018; 557; 1238; 3; 201; 989; 1312; 0;
499; 606; 433; 413; 1238; 4; 200; 1839; 1304; 0;
342; 521; 341; 384; 1234; 3; 201; 2063; 1308; 0;
35; 531; 32; 527; 1226; 4; 201; 2705; 1304; 0;
881; 573; 934; 564; 1222; 4; 200; 2348; 1304; 0;
410; 491; 341; 384; 1220; 3; 201; 2792; 1308; 0;
20; 442; 14; 487; 1215; 3; 200; 2464; 1308; 0;
867; 428; 906; 419; 1202; 4; 201; 1515; 1308; 0;
372; 26; 360; 31; 1193; 3; 201; 2599; 1308; 0;
220; 250; 214; 247; 1188; 4; 201; 3158; 1304; 0;
854; 264; 840; 270; 1188; 4; 201; 924; 1308; 0;
430; 341; 341; 384; 1183; 4; 201; 2462; 1308; 0;
927; 312; 920; 281; 1175; 3; 200; 3235; 1300; 0;
273; 175; 310; 207; 1175; 4; 200; 1735; 1304; 0;
266; 422; 255; 396; 1167; 4; 201; 2163; 1300; 0;
1021; 560; 1018; 557; 1160; 4; 200; 3219; 1308; 0;
23; 427; 14; 487; 1149; 4; 201; 2301; 1300; 0;
642; 510; 804; 510; 1142; 3; 200; 1803; 1300; 0;
336; 516; 341; 384; 1122; 3; 200; 2098; 1304; 0;
221; 63; 300; 63; 1121; 4; 201; 1722; 1300; 0;
62; 164; 57; 143; 1120; 3; 201; 2269; 1308; 0;
232; 289; 214; 247; 1107; 3; 200; 1695; 1304; 0;
867; 422; 906; 419; 1101; 4; 201; 2267; 1304; 0;
894; 320; 920; 281; 1092; 4; 201; 963; 1304; 0;
1021; 530; 1018; 557; 1086; 4; 203; 3032; 1300; 0;
685; 335; 687; 284; 1085; 3; 201; 1440; 1312; 0;
416; 312; 375; 226; 1083; 4; 200; 2505; 1304; 0;
673; 196; 677; 151; 1078; 4; 201; 2239; 1300; 0;
48; 235; 57; 143; 1073; 3; 201; 1564; 1308; 0;
811; 199; 814; 191; 1069; 4; 202; 2007; 1300; 0;
470; 564; 341; 384; 1050; 4; 200; 1957; 1304; 0;
1132; 439; 1114; 409; 1042; 4; 203; 1633; 1300; 0;
591; 89; 592; 188; 1035; 3; 202; 3261; 1300; 0;
689; 342; 687; 284; 1028; 4; 201; 1612; 1304; 0;
700; 512; 804; 510; 1014; 4; 202; 2120; 1300; 0;
475; 549; 341; 384; 1007; 3; 201; 1673; 1308; 0;
433; 345; 341; 384; 1003; 3; 200; 2467; 1304; 0;
697; 86; 685; 55; 997; 3; 201; 2142; 1300; 0;
209; 158; 214; 247; 989; 3; 201; 2068; 1308; 0;
706; 276; 693; 252; 985; 4; 201; 2467; 1304; 0;
678; 382; 687; 284; 984; 4; 202; 2717; 1304; 0;
685; 110; 677; 151; 979; 4; 204; 2372; 1300; 0;
40; 247; 65; 329; 979; 3; 201; 2419; 1316; 0;
263; 453; 255; 396; 977; 4; 200; 1927; 1304; 0;
57; 244; 65; 329; 975; 4; 201; 1371; 1308; 0;
819; 168; 814; 191; 969; 3; 200; 3344; 1300; 0;
986; 273; 968; 235; 967; 4; 202; 2689; 1300; 0;
206; 506; 255; 396; 949; 3; 200; 1849; 1308; 0;
997; 446; 1041; 430; 947; 4; 201; 1333; 1300; 0;
670; 513; 804; 510; 947; 4; 200; 1945; 1308; 0;
335; 527; 341; 384; 938; 3; 201; 2227; 1300; 0;
1132; 419; 1114; 409; 920; 4; 200; 1852; 1300; 0;
284; 27; 315; 27; 903; 3; 201; 1878; 1308; 0;
523; 218; 495; 166; 902; 3; 201; 1785; 1300; 0;
610; 203; 592; 188; 894; 3; 200; 2937; 1304; 0;
303; 525; 255; 396; 892; 4; 200; 2649; 1308; 0;
40; 203; 57; 143; 889; 3; 201; 3278; 1308; 0;
691; 129; 677; 151; 883; 3; 200; 1111; 1304; 0;
264; 455; 255; 396; 878; 4; 201; 1678; 1304; 0;
878; 88; 874; 6; 877; 4; 200; 2652; 1304; 0;
975; 209; 968; 235; 875; 4; 202; 2563; 1300; 0;
201; 35; 300; 63; 868; 4; 201; 3113; 1300; 0;
358; 45; 360; 31; 862; 4; 200; 2101; 1304; 0;
610; 172; 592; 188; 845; 3; 203; 2458; 1300; 0;
944; 173; 968; 235; 838; 4; 201; 2470; 1300; 0;
250; 367; 255; 396; 837; 4; 200; 2258; 1308; 0;
1024; 524; 1018; 557; 836; 4; 201; 1661; 1300; 0;
265; 266; 310; 207; 834; 4; 201; 1755; 1304; 0;
334; 505; 341; 384; 832; 4; 200; 1327; 1304; 0;
1129; 457; 1093; 454; 831; 4; 201; 517; 1300; 0;
871; 87; 874; 6; 829; 4; 201; 1652; 1304; 0;
984; 232; 968; 235; 828; 3; 201; 2939; 1300; 0;
460; 572; 341; 384; 822; 3; 200; 2214; 1304; 0;
867; 404; 906; 419; 820; 4; 201; 1730; 1300; 0;
457; 559; 341; 384; 818; 4; 200; 3164; 1304; 0;
13; 427; 14; 487; 809; 3; 200; 2319; 1304; 0;
1035; 435; 1041; 430; 806; 4; 202; 1431; 1300; 0;
967; 276; 968; 235; 789; 4; 200; 1741; 1308; 0;
684; 70; 685; 55; 780; 4; 200; 2397; 1308; 0;
944; 394; 946; 405; 779; 4; 200; 1451; 1308; 0;
690; 75; 685; 55; 774; 4; 202; 1975; 1300; 0;
212; 152; 214; 247; 771; 4; 200; 2836; 1308; 0;
373; 70; 360; 31; 771; 3; 202; 1209; 1308; 0;
258; 434; 255; 396; 768; 3; 200; 2490; 1308; 0;
975; 459; 936; 459; 764; 3; 200; 1619; 1308; 0;
381; 79; 377; 75; 760; 3; 200; 1357; 1304; 0;
683; 383; 687; 284; 760; 4; 201; 2419; 1300; 0;
515; 604; 433; 413; 759; 4; 200; 1596; 1308; 0;
253; 389; 255; 396; 758; 4; 201; 1037; 1300; 0;
978; 203; 968; 235; 755; 4; 201; 2821; 1308; 0;
690; 123; 677; 151; 754; 3; 200; 427; 1304; 0;
301; 519; 255; 396; 752; 4; 202; 1580; 1300; 0;
41; 492; 14; 487; 747; 4; 201; 2089; 1304; 0;
37; 537; 32; 527; 747; 4; 200; 1373; 1304; 0;
366; 375; 341; 384; 740; 3; 200; 3157; 1312; 0;
618; 205; 592; 188; 738; 4; 201; 3351; 1304; 0;
707; 267; 693; 252; 737; 4; 201; 2200; 1300; 0;
694; 511; 804; 510; 737; 4; 204; 1727; 1300; 0;
608; 213; 592; 188; 729; 3; 200; 1741; 1300; 0;
1021; 562; 1018; 557; 726; 4; 201; 100; 1304; 0;
408; 540; 341; 384; 719; 3; 201; 2950; 1304; 0;
977; 273; 968; 235; 718; 4; 201; 1720; 1308; 0;
917; 312; 920; 281; 708; 4; 200; 3007; 1312; 0;
143; 498; 14; 487; 699; 3; 200; 1744; 1308; 0;
595; 136; 592; 188; 673; 4; 201; 1699; 1304; 0;
201; 486; 255; 396; 669; 4; 200; 2933; 1304; 0;
1116; 10; 1184; 51; 669; 3; 201; 3200; 1300; 0;
518; 586; 433; 413; 661; 3; 200; 1400; 1300; 0;
251; 438; 255; 396; 654; 4; 200; 2901; 1308; 0;
701; 498; 804; 510; 654; 4; 201; 1560; 1300; 0;
613; 64; 685; 55; 651; 4; 200; 2824; 1308; 0;
420; 288; 375; 226; 648; 3; 201; 2207; 1308; 0;
518; 192; 495; 166; 644; 4; 201; 2445; 1304; 0;
696; 533; 804; 510; 643; 4; 201; 2416; 1300; 0;
467; 441; 341; 384; 642; 4; 200; 3305; 1304; 0;
1107; 134; 1109; 147; 639; 4; 201; 1331; 1300; 0;
677; 456; 804; 510; 639; 2; 200; 2891; 1304; 0;
461; 533; 341; 384; 636; 4; 201; 1316; 1308; 0;
972; 220; 968; 235; 636; 4; 202; 2443; 1300; 0;
577; 452; 660; 288; 626; 4; 201; 2929; 1300; 0;
705; 284; 687; 284; 620; 4; 203; 2476; 1300; 0;
979; 240; 968; 235; 620; 4; 202; 1359; 1300; 0;
975; 250; 968; 235; 614; 3; 200; 1033; 1300; 0;
1171; 178; 1167; 174; 608; 4; 200; 3361; 1308; 0;
979; 464; 963; 506; 601; 4; 202; 1914; 1300; 0;
968; 237; 968; 235; 598; 4; 201; 2159; 1304; 0;
1137; 410; 1114; 409; 597; 4; 203; 3005; 1300; 0;
881; 566; 934; 564; 595; 4; 200; 1894; 1300; 0;
536; 609; 433; 413; 592; 4; 200; 1803; 1308; 0;
579; 445; 660; 288; 586; 4; 201; 1249; 1304; 0;
261; 422; 255; 396; 586; 3; 200; 1923; 1308; 0;
707; 260; 693; 252; 579; 4; 201; 1476; 1304; 0;
215; 495; 255; 396; 579; 3; 201; 2947; 1304; 0;
668; 506; 804; 510; 576; 4; 201; 2180; 1304; 0;
817; 180; 814; 191; 574; 3; 200; 1693; 1300; 0;
697; 120; 677; 151; 574; 3; 201; 2050; 1300; 0;
483; 455; 341; 384; 565; 3; 202; 1738; 1304; 0;
40; 284; 65; 329; 565; 3; 200; 2224; 1308; 0;
700; 488; 804; 510; 561; 4; 202; 1424; 1300; 0;
691; 351; 687; 284; 560; 4; 202; 2024; 1300; 0;
906; 469; 910; 457; 557; 4; 203; 3260; 1300; 0;
674; 163; 677; 151; 545; 4; 201; 1975; 1300; 0;
363; 343; 341; 384; 533; 2; 201; 2016; 1304; 0;
1149; 470; 1155; 516; 527; 4; 201; 1326; 1300; 0;
971; 163; 968; 235; 523; 4; 200; 2907; 1300; 0;
564; 614; 1088; 307; 522; 4; 200; 737; 1304; 0;
44; 483; 14; 487; 519; 4; 201; 3369; 1304; 0;
877; 80; 874; 6; 516; 4; 202; 3367; 1300; 0;
46; 139; 57; 143; 510; 4; 201; 1678; 1300; 0;
968; 210; 968; 235; 499; 4; 202; 2202; 1300; 0;
220; 127; 300; 63; 498; 4; 201; 1807; 1308; 0;
258; 450; 255; 396; 497; 4; 200; 2623; 1308; 0;
425; 307; 375; 226; 495; 4; 200; 2206; 1304; 0;
981; 432; 946; 405; 490; 4; 200; 245; 1308; 0;
588; 134; 592; 188; 488; 3; 202; 1527; 1300; 0;
34; 282; 65; 329; 483; 3; 201; 1636; 1308; 0;
577; 415; 660; 288; 464; 3; 202; 2935; 1304; 0;
624; 586; 804; 510; 462; 4; 201; 760; 1304; 0;
215; 164; 214; 247; 460; 4; 201; 1827; 1312; 0;
380; 213; 375; 226; 445; 3; 200; 2492; 1304; 0;
949; 376; 946; 405; 444; 4; 201; 2382; 1300; 0;
949; 167; 968; 235; 437; 4; 201; 463; 1308; 0;
1021; 554; 1018; 557; 437; 4; 200; 829; 1308; 0;
39; 522; 32; 527; 432; 4; 200; 2300; 1304; 0;
670; 495; 804; 510; 408; 4; 200; 2671; 1304; 0;
817; 207; 814; 191; 403; 3; 200; 1380; 1308; 0;
691; 378; 687; 284; 398; 3; 202; 991; 1300; 0;
661; 504; 804; 510; 395; 4; 201; 976; 1304; 0;
582; 69; 592; 188; 392; 3; 201; 2575; 1300; 0;
980; 466; 963; 506; 385; 4; 203; 1820; 1300; 0;
587; 97; 592; 188; 383; 4; 201; 3035; 1300; 0;
370; 430; 341; 384; 383; 4; 201; 1033; 1304; 0;
456; 545; 341; 384; 383; 4; 200; 1096; 1304; 0;
923; 289; 920; 281; 376; 4; 204; 368; 1300; 0;
14; 454; 14; 487; 373; 3; 201; 2635; 1308; 0;
616; 49; 685; 55; 369; 4; 201; 2164; 1308; 0;
913; 463; 910; 457; 368; 4; 201; 1944; 1304; 0;
457; 580; 341; 384; 348; 4; 201; 1322; 1308; 0;
147; 540; 32; 527; 345; 3; 201; 2061; 1308; 0;
38; 475; 14; 487; 337; 4; 201; 1274; 1304; 0;
252; 383; 255; 396; 328; 4; 201; 2461; 1308; 0;
44; 275; 65; 329; 320; 4; 201; 2955; 1308; 0;
1173; 265; 1182; 237; 319; 4; 200; 2137; 1308; 0;
